serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
613,Sandesh Bhioram Bhalekar,6089,IND,0,Graduate Professional,68,"50,45,000",50 Lacs,0,
614,Sandesh Ramchandra Chavan,7642,IND,0,Post Graduate,44,"1,07,000",1 Lacs,0,
615,Sandip Abhimanyu Valvi,9803,Bahujan Mukti Party,0,Graduate,42,"81,625",81 Thou,0,
616,Sandip Janaradhan Kharat,10816,IND,0,12th Pass,39,"10,00,000",10 Lacs,"50,000",50 Thou
617,Sandip Laxman Sakat,10891,IND,1,10th Pass,38,"24,600",24 Thou,0,
618,Sandip Nikhate,6565,IND,0,Graduate,35,"11,55,000",11 Lacs,0,
619,Sandip Vitthal Pol,10817,IND,0,12th Pass,46,0,0,0,
620,Sangita Kalyanrao Nirmal,5484,IND,0,Literate,42,"5,92,000",5 Lacs,"29,000",29 Thou
621,Sangita Kalyanrao Nirmal,10879,IND,0,Others,42,"5,65,000",5 Lacs,"29,000",29 Thou
622,Sangram Arunkaka Jagtap,7725,NCP,1,Graduate,34,"9,44,88,381",9 Crore,"3,25,49,132",3 Crore
623,Sangramsinh Jaysingrao Gaikwad,11213,IND,0,Graduate,61,"27,90,155",27 Lacs,0,
624,Sanjay Baba Bansode,10722,Bhartiya Bahujan Kranti Dal,0,8th Pass,42,"1,53,61,250",1 Crore,"1,70,000",1 Lacs
625,Sanjay Baburao Jadhav,10774,IND,0,10th Pass,47,"22,15,000",22 Lacs,"1,65,000",1 Lacs
626,Sanjay Chandrabahadur Singh,9950,BSP,1,Graduate,46,"77,00,000",77 Lacs,"28,62,000",28 Lacs
627,Sanjay Dagdu Sawant,8679,Bahujan Mukti Party,0,5th Pass,25,"30,000",30 Thou,0,
628,Sanjay Ganapat Wagh,9838,Bhartiya Tribal Party,0,12th Pass,28,"2,37,279",2 Lacs,0,
629,Sanjay Ghanshyam Agrawal,10866,IND,0,12th Pass,49,0,0,"2,08,000",2 Lacs
630,Sanjay Hiramanji Athwale,5196,Bahujan Maha Party,1,12th Pass,55,"12,92,000",12 Lacs,"1,30,000",1 Lacs
631,Sanjay Kisan Kanade,10003,BSP,0,Graduate Professional,49,"1,41,66,972",1 Crore,"20,61,198",20 Lacs
632,Sanjay Laxman Padwal,10010,Bhartiya Navjawan Sena (Paksha),0,10th Pass,50,"2,25,000",2 Lacs,0,
633,Sanjay Laxman Sukhdan,11129,Vanchit Bahujan Aaghadi,2,Graduate,39,"2,40,86,176",2 Crore,"88,10,000",88 Lacs
634,Sanjay Laxman Tambda,9830,BSP,0,8th Pass,43,"8,40,700",8 Lacs,0,
635,Sanjay Nirupam,9890,INC,11,Graduate,54,"12,20,93,505",12 Crore,"83,99,569",83 Lacs
636,Sanjay Rama Kohkera,9831,Bahujan Mukti Party,0,Graduate,32,"30,04,847",30 Lacs,0,
637,Sanjay Ramrao Hedaoo,9847,Vanchit Bahujan Aaghadi,3,12th Pass,54,"2,60,000",2 Lacs,"8,14,407",8 Lacs
638,Sanjay Sadashivrao Mandlik,7767,SHS,0,Post Graduate,54,"9,51,71,892",9 Crore,"1,05,80,414",1 Crore
639,Sanjay Shamrao Dhotre,5440,BJP,1,Graduate Professional,60,0,0,"1,49,85,774",1 Crore
640,Sanjay Shinde,10867,Bahujan Mukti Party,0,12th Pass,38,"35,722",35 Thou,"15,000",15 Thou
