serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
302,Nomula Mohan Reddy,8173,IND,0,Illiterate,49,"79,26,500",79 Lacs,"2,00,000",2 Lacs
303,P. Purushotham,6826,IND,0,Post Graduate,38,"2,33,000",2 Lacs,0,
304,Padala Venkata Shyam Sunder Rao,5091,BJP,7,Post Graduate,46,"32,30,73,107",32 Crore,"4,90,80,220",4 Crore
305,Palamakula Madhu,6827,India Praja Bandhu Party,0,10th Pass,38,"1,50,932",1 Lacs,0,
306,Palle Prashanth,4633,Jai Swaraj Party,0,Post Graduate,28,"36,56,900",36 Lacs,"3,00,000",3 Lacs
307,Palvancha Rama Rao,6903,IND,1,10th Pass,65,"1,32,80,000",1 Crore,0,
308,Palvancha. Durga.,6888,IND,0,Graduate Professional,34,"11,40,000",11 Lacs,"80,000",80 Thou
309,Paniganti Rajithavani,4603,Pyramid Party of India,0,10th Pass,46,0,0,0,
310,Parsagani Nageswara Rao,4866,IND,1,5th Pass,48,"1,00,000",1 Lacs,0,
311,Parvathi Bhukya,4646,Pyramid Party of India,0,Literate,43,"16,10,000",16 Lacs,0,
312,Pasula Rammurthy,6877,IND,0,8th Pass,46,0,0,0,
313,Pawar Krishna,5824,IND,0,Post Graduate,39,"11,40,000",11 Lacs,0,
314,Pedda Gangadar Talari,6693,IND,0,Illiterate,59,"18,20,000",18 Lacs,"1,00,000",1 Lacs
315,Pedda Gangaram Turpu,6694,IND,0,Illiterate,54,"3,10,000",3 Lacs,0,
316,Penta Narsaiah,6695,IND,0,10th Pass,51,"5,70,000",5 Lacs,"1,38,000",1 Lacs
317,Pola Prashanth Kumar,4606,IND,0,Graduate,36,"1,69,000",1 Lacs,0,
318,Polishetty Venkateshwarlu,6851,IND,0,12th Pass,54,"2,00,000",2 Lacs,0,
319,Ponnam Prabhakar,4632,INC,3,Post Graduate,52,0,0,0,
320,Pothuganti Ramulu,4851,TRS,0,Graduate,66,"1,07,78,684",1 Crore,0,
321,Pothuganti Venkatesh,6696,IND,0,12th Pass,28,"1,40,000",1 Lacs,0,
322,Prabhudas Bandaru Thumu,5791,IND,0,10th Pass,40,"9,90,425",9 Lacs,0,
323,Prakash Manchiryala,6697,IND,0,Graduate,67,"8,00,000",8 Lacs,0,
324,Praveen Neeradi,6698,IND,0,Graduate Professional,30,"1,47,272",1 Lacs,0,
325,Praveen Paidigela,4830,IND,0,10th Pass,35,"1,01,61,000",1 Crore,"11,30,000",11 Lacs
326,Pundra Srinivas Reddy,6699,IND,0,10th Pass,40,"34,55,000",34 Lacs,"1,00,000",1 Lacs
327,Pusthe Srikanth,6800,TRS,0,Graduate Professional,46,"3,07,00,000",3 Crore,"1,04,00,000",1 Crore
328,R Laxman Rao Gangaputra,6781,IND,0,8th Pass,48,"16,70,000",16 Lacs,"30,000",30 Thou
329,Ragam Sathesh Yadav,6828,AIFB,0,Post Graduate,36,0,0,"20,00,000",20 Lacs
330,Raj Kumar Sunkari,6700,IND,0,Graduate,32,"8,62,000",8 Lacs,"65,000",65 Thou
331,Raja Venkat Reddy Pashapu,6701,IND,0,Illiterate,32,"94,57,376",94 Lacs,"2,35,000",2 Lacs
332,Rajareddi Rikkala,4832,IND,0,5th Pass,46,"2,06,82,000",2 Crore,"6,00,000",6 Lacs
333,Rajareddy Gangasaram,6702,IND,0,Illiterate,45,"37,34,050",37 Lacs,0,
334,Rajashekar Reddy Marri,5082,TRS,0,12th Pass,50,"56,79,40,114",56 Crore,"9,14,08,506",9 Crore
335,Rajashekar Sarikela,6703,IND,0,10th Pass,31,"4,55,000",4 Lacs,0,
336,Rajendar Pasapu,7633,IND,0,Illiterate,57,"73,07,731",73 Lacs,"3,00,000",3 Lacs
337,Rajender Ponnala,7242,IND,0,Post Graduate,31,"10,85,000",10 Lacs,"9,00,000",9 Lacs
338,Rajesh Erikilla,7239,IND,0,Post Graduate,31,"4,48,000",4 Lacs,"8,16,098",8 Lacs
339,Rajeshwar Enugu,6705,IND,0,10th Pass,34,0,0,"1,80,000",1 Lacs
340,Rajeshwar Musku,6706,IND,0,12th Pass,59,"14,57,000",14 Lacs,"1,00,000",1 Lacs
341,Raju Somireddy,6707,IND,0,Post Graduate,29,"4,15,000",4 Lacs,"40,000",40 Thou
342,Ramarao Patil,6757,IND,0,Graduate,48,"2,15,50,000",2 Crore,"7,50,000",7 Lacs
343,Ramchander Rao N,4661,BJP,1,Post Graduate,59,"2,59,40,000",2 Crore,"61,00,000",61 Lacs
344,Ramesh Rathod,4588,INC,3,12th Pass,53,"3,64,91,000",3 Crore,"1,53,00,000",1 Crore
345,Ramesh Reddy Sama,6709,IND,0,10th Pass,30,"16,05,000",16 Lacs,0,
346,Ramesh Sunkara,6856,IND,0,Graduate,64,"15,31,500",15 Lacs,0,
347,Rameshbabu Shanigarapu,4827,IND,0,Graduate Professional,34,"56,500",56 Thou,0,
348,Rapelly Srinivas,4651,IND,0,8th Pass,44,"2,48,000",2 Lacs,0,
349,Ravi Kumar Vodela,6784,IND,0,Post Graduate,36,0,0,0,
350,Ravindhar Bandi,6711,IND,0,8th Pass,38,"14,85,500",14 Lacs,"1,10,000",1 Lacs
351,Ravishankar Kunta,6712,IND,0,Illiterate,32,"50,15,800",50 Lacs,"3,50,000",3 Lacs
352,Reddy Venugopal,6277,Samajwadi Forward Bloc,0,Graduate,32,"30,500",30 Thou,0,
353,Renuka Chowdhury,6891,INC,1,Post Graduate,64,"1,13,12,85,724",113 Crore,"11,61,91,184",11 Crore
354,Rotte Chakradhar Sharma,6713,Samajwadi Forward Bloc,0,10th Pass,38,"2,75,500",2 Lacs,0,
355,Royyala Srinivasulu,6857,IND,0,Graduate Professional,48,"86,50,000",86 Lacs,"18,00,000",18 Lacs
356,S Gopal Reddy,4848,IND,0,Others,47,"57,10,000",57 Lacs,"99,000",99 Thou
357,S. Sagar,6714,Bahujan Mukti Party,0,Graduate,36,"75,000",75 Thou,"70,000",70 Thou
358,Sai Kiran Gone,6779,IND,0,Post Graduate,26,"2,12,089",2 Lacs,0,
359,Sai Reddy Puttiniti,6715,IND,0,5th Pass,44,0,0,"6,47,000",6 Lacs
360,Sama Bhaskar Reddy,6716,IND,0,10th Pass,53,"29,18,000",29 Lacs,"1,50,000",1 Lacs
361,Sama Thirupathi,4654,IND,0,Graduate,34,"11,10,000",11 Lacs,"4,20,000",4 Lacs
362,Sambaiah Dommati,5095,INC,0,Graduate,56,"1,22,11,566",1 Crore,"55,52,696",55 Lacs
363,Samrat Narender Boilla,6861,RPI,0,Graduate Professional,36,"35,17,000",35 Lacs,"11,000",11 Thou
364,Sandireddy Gopal Reddy,6717,IND,0,5th Pass,56,"21,37,000",21 Lacs,"3,00,000",3 Lacs
365,Sanem Raju Goud,6829,IND,0,Graduate,36,"21,11,000",21 Lacs,0,
366,Sanjay Kumar Shukla,6811,IND,0,5th Pass,39,"2,27,06,000",2 Crore,0,
