serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
57,Bhoopendra Singh Chauhan,12238,IND,0,Graduate,50,"1,24,05,433",1 Crore,"2,50,000",2 Lacs
58,Bhushan Prasad Shukla,10314,Bhartiya Shakti Chetna Party,0,5th Pass,57,"72,52,767",72 Lacs,"5,50,000",5 Lacs
59,Bisram Uikey,11580,Gondvana Gantantra Party,0,12th Pass,44,0,0,0,
60,Bodhsingh Bhagat,10637,IND,0,Graduate,62,"4,42,44,840",4 Crore,0,
61,Brahm Datta Mishra,12032,IND,2,12th Pass,56,"25,75,000",25 Lacs,0,
62,Braj Mohan,12245,Pragatishil Samajwadi Party (Lohia),0,12th Pass,26,"25,181",25 Thou,0,
63,Brikhbhan Dohare,12604,All Indians Party,0,5th Pass,26,"1,77,000",1 Lacs,0,
64,Ca Pramod Bhojwani,13332,Sanatan Sanskriti Raksha Dal,0,Graduate,47,"71,36,000",71 Lacs,"32,00,000",32 Lacs
65,Chandr Kumar Shrivastava (Chandu),12233,IND,0,8th Pass,45,"19,31,406",19 Lacs,"7,12,080",7 Lacs
66,Chandra Prakash Bhatnagar,10311,AARAKSHAN VIRODHI PARTY,0,Graduate Professional,56,"22,70,519",22 Lacs,0,
67,Chandra Singh Kushram,10324,Bhartiya Shakti Chetna Party,0,12th Pass,39,"21,20,000",21 Lacs,0,
68,Chhatar Singh Darbar,13106,BJP,1,Post Graduate,65,"2,31,98,238",2 Crore,"24,71,613",24 Lacs
69,Chhotu Kol,12033,Jan Samman party,0,8th Pass,32,0,0,0,
70,Comrade Jyoti Sukhlal Gore,13926,CPI,0,8th Pass,39,"44,30,200",44 Lacs,0,
71,Dada Ramgulam Uikey,10325,Gondvana Gantantra Party,0,8th Pass,49,"1,53,77,000",1 Crore,"2,82,000",2 Lacs
72,Darasingh Patel Khatvashe,13119,Akhil Bhartiya Gondwana Party,0,8th Pass,44,"33,07,000",33 Lacs,"1,70,000",1 Lacs
73,Dashrath Bhuwan (Dotriya),13879,IND,0,8th Pass,62,"1,41,51,027",1 Crore,"6,77,716",6 Lacs
74,Dayaram Korku (Thakur Dada),13120,BSP,0,10th Pass,60,"26,56,005",26 Lacs,0,
75,Deepak Kumar,12673,IND,0,Graduate,54,"64,53,507",64 Lacs,0,
76,Deepchand Ahirwal,13110,BSP,1,12th Pass,53,"1,27,08,937",1 Crore,0,
77,Desh Pal,12015,Ambedkarite Party of India,0,Post Graduate,41,"7,59,925",7 Lacs,"9,60,000",9 Lacs
78,Deshmukh Riyazuddin Ghayasuddin,13342,IND,0,Post Graduate,60,"9,75,150",9 Lacs,0,
79,Devashish,13325,INC,0,Graduate Professional,28,0,0,0,
80,Devendra Jain,12588,IND,0,8th Pass,73,"47,99,000",47 Lacs,"2,00,000",2 Lacs
81,Devendra Kumar,12034,IND,0,12th Pass,48,"59,47,000",59 Lacs,0,
82,Devendra Kumar Yadav,10312,Pragatishil Samajwadi Party (Lohia),0,12th Pass,35,"3,40,000",3 Lacs,"1,50,000",1 Lacs
83,Devendra Prakash Mishra,12619,IND,1,Post Graduate,48,"5,50,53,500",5 Crore,0,
84,Devendra Singh Chouhan,12663,IND,0,Graduate,41,"3,34,43,000",3 Crore,"13,90,000",13 Lacs
85,Devi Prasad,11994,IND,0,10th Pass,48,"21,33,000",21 Lacs,0,
86,Dhakad Lokendra Singh Rajpoot,12234,BSP,3,Post Graduate,41,"12,82,73,308",12 Crore,"5,59,70,713",5 Crore
87,Dhaniram Yaduwanshi,10656,IND,0,12th Pass,47,"26,37,000",26 Lacs,0,
88,Dhanuk,10626,IND,0,8th Pass,50,"10,300",10 Thou,0,
89,Dhara Singh,12635,Pragatishil Samajwadi Party (Lohia),0,10th Pass,42,0,0,0,
90,Dharm Singh Bhargav,12602,IND,0,12th Pass,53,"24,59,000",24 Lacs,0,
91,Dharmendra Singh Baghel,10596,IND,0,Graduate Professional,37,"1,17,71,500",1 Crore,0,
92,Dheeraj Dubey Patrakar,14127,Sapaks Party,0,Graduate,50,"1,80,11,827",1 Crore,0,
