Unnamed: 0,Sno,candidate_name,age,constituency,party,education_details,education,criminal_cases,total_assets,assets_description,liabilities_description,total_liabilities,url,constituency_id,candidate_id,Election_Type,party_id,en,hi
232,1226,Vidyanand Ram,51,BENIPUR,Wazib Adhikar Party,M.A. and LL.B From Lalit Narayan College,Post Graduate,0,6565000,65 Lacs,50 Thou,50000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=503,106,503,General,47,done,done
233,80,Amresh Kumar Amar,43,BENIPUR,Jan Suraaj Party,Undergraduate Year 2001 BIEC Patna,12th Pass,0,7808500,78 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=499,106,499,General,4,done,done
234,698,Pramila Jha,45,BENIPUR,Bhartiya Mahasangh Party,10th From Rosera Girls High School,10th Pass,0,15673000,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=502,106,502,General,24,done,done
235,494,Mahendra Narayan Mahto,65,BENIPUR,IND,M.A.,Post Graduate,0,31415500,3 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1066,106,1066,General,1,done,done
236,248,Chun Chun Jha,41,BENIPUR,IND,12th From C.R.T. College Benipur Darbanga Bihar Year 2006,12th Pass,5,79000,79 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=163,106,163,General,1,done,done
237,150,Avadhesh Kumar Jha,42,BENIPUR,IND,"BA From LNMU, Darbhanga Year 2013",Graduate,0,49654669,4 Crore,3 Crore,37246030.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=504,106,504,General,1,done,done
238,701,Pramod Kumar Sahu,48,BENIPUR,Rashtriya Samajwadi Lok Adhikar Party,"12th from National Open School, Higher Secondary School",12th Pass,0,7975934,79 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1068,106,1068,General,48,done,done
239,366,Imtiyaz Ahmad,29,BENIPUR,IND,10+2 From Sindhya College,12th Pass,0,4085786,40 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=501,106,501,General,1,done,done
240,200,Binay Kumar Choudhary,59,BENIPUR,JD(U),"Ph.D. (Education) Year 2012 From L.N.M. Darbhanga, Ph.D (Sociology), Year 1992 From  L.N.M. Darbhanga",Doctorate,0,26339213,2 Crore,2 Lacs,254232.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=505,106,505,General,10,done,done
241,1107,Siya Lakhan Yadav,45,BENIPUR,Open peoples Party,10th Pass From Bihar School Education Board Patna Bihar,10th Pass,0,7131000,71 Lacs,10 Thou,10000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=500,106,500,General,49,done,done
242,703,Pramod Paswan,40,BENIPUR,BSP,Non Matric from Shri Shivji Sanskrit High School in 2018,8th Pass,0,1565000,15 Lacs,,0.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1070,106,1070,General,5,done,done
243,60,Amarjee Mishra,55,BENIPUR,IND,"MA (Acharya) from KSDMU Kameshwar Nagar, Darbhanga",Post Graduate,3,2928314,29 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1067,106,1067,General,1,done,done
244,565,Mithilesh Kumar Choudhary,49,BENIPUR,INC,Graduate from Delhi University Delhi in 1997,Graduate,1,57900713,5 Crore,1 Lacs,143351.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1065,106,1065,General,31,done,done
245,266,Dhananjay,29,BHORE (SC),CPI(ML)(L),"Post Graduate 2018-2020, Jawahar Lal Nehru University, M.Phil, 2020-2022",Post Graduate,1,8247227,82 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1073,244,1073,General,2,done,done
246,279,Dharmendra Kumar Ram,39,BHORE (SC),AAP,B.Tec (2007) Annamalai Chennai,Graduate Professional,0,4050000,40 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1072,244,1072,General,15,done,done
247,1141,Sunil Kumar,65,BHORE (SC),JD(U),"M.A. (History) from St. Stephens College, Delhi University, Delhi  in 1984",Post Graduate,0,52873046,5 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=108,244,108,General,10,done,done
248,722,Priti Kinar,41,BHORE (SC),Jan Suraaj Party,"8th Pass from Madhya Vidyalay Bagaha, Sonbarsa, (Sitamarthi)",8th Pass,0,11305750,1 Crore,21 Lacs,2100000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=46,244,46,General,4,done,done
249,1161,Surendra Kumar Ram,39,BHORE (SC),BSP,"Graduate from Din Dayal Upadhyay Gorakhpur University, D.L.Ed National Open School Education Institute",Graduate,0,2998282,29 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1074,244,1074,General,5,done,done
250,157,Awadhesh Kumar,50,BIBHUTIPUR,BSP,Inter From V.R.V.K. College Samastipur In Year 1994,12th Pass,0,2120258,21 Lacs,9 Lacs,948530.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=271,108,271,General,5,done,done
251,1281,Vishwanath Choudhary,69,BIBHUTIPUR,Jan Suraaj Party,Matric From Bihar School Education Board 1973,10th Pass,1,66897953,6 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=507,108,507,General,4,done,done
252,832,Ram Lal Tanti,37,BIBHUTIPUR,IND,B.Sc. From L.N.M.U Darbhanga,Graduate,0,5565000,55 Lacs,25 Thou,25000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1076,108,1076,General,1,done,done
253,1051,Shashi Bhushan Das,43,BIBHUTIPUR,IND,Higher Secondary From SMRCk College Samastipur,12th Pass,0,14260000,1 Crore,10 Lacs,1000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1080,108,1080,General,1,done,done
254,125,Arvind Kumar,37,BIBHUTIPUR,AAP,LL.B From B.R.A.B.U. Muz In  Year 2013,Graduate Professional,0,1050000,10 Lacs,1 Lacs,100000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1081,108,1081,General,15,done,done
255,61,Amarjeet Kumar,36,BIBHUTIPUR,IND,"Graduate (Physics) Samastipur College, Samastipur, LNMU  Darbhanga In 2012",Graduate,1,5440000,54 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=47,108,47,General,1,done,done
256,905,Ravina Kushwaha,27,BIBHUTIPUR,JD(U),Literate,Literate,0,21150000,2 Crore,25 Lacs,2500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1079,108,1079,General,10,done,done
257,641,Neel Kamal,26,BIBHUTIPUR,Janshakti Janta Dal,"B.Sc. Honours, LL.B Student",Graduate,0,26500,26 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1075,108,1075,General,6,done,done
258,695,Prahlad,25,BIBHUTIPUR,IND,B.A. History (Honours) From G.K.P.D. College Samastipur Lalit Narayan Mithila University Year 2025,Graduate,0,11250000,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1082,108,1082,General,1,done,done
259,935,Rupanjali Kumari,36,BIBHUTIPUR,IND,Literate,Literate,0,24800000,2 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1078,108,1078,General,1,done,done
260,26,Ajay Kumar,55,BIBHUTIPUR,CPI(M),"Post Graduate From Samastipur College Year 1993, LL.B From B.S.G College TMN",Post Graduate,3,19898607,1 Crore,1 Lacs,186250.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=269,108,269,General,50,done,done
261,417,Kanhaiya Kumar,37,BIBHUTIPUR,IND,Matric From Mahavir High School Ramchandrapur BSEB Patna Year 2000,10th Pass,2,7025000,70 Lacs,50 Thou,50000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1077,108,1077,General,1,done,done
262,1177,Sushant Kumar,35,BIBHUTIPUR,IND,"I.Sc From Purvottar Railway College, Sonpur Saran Year 2008",12th Pass,0,3071000,30 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=506,108,506,General,1,done,done
263,639,Navin Kumar,47,BIBHUTIPUR,IND,"M.A (Economics) From IGNOU Year 2018, MA (Geography) Year 2013",Post Graduate,0,7400500,74 Lacs,29 Lacs,2900000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=270,108,270,General,1,done,done
264,423,Karn Kumar Mishra,42,BIHARIGANJ,IND,"I.A. From V.S.S. Chandrakant College, Udakishunganj",12th Pass,0,17308719,1 Crore,1 Lacs,163219.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=48,45,48,General,1,done,done
265,586,Mohammad Sajam,35,BIHARIGANJ,IND,"B.A. From BNMU Madhepura, UVK College Karama In 2014",Graduate,0,1380000,13 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1090,45,1090,General,1,done,done
266,673,Pankaj Kumar Jaiswal,51,BIHARIGANJ,SUCI(C),"Matric In 1988 From Shri Ram Janki Sant Kabir High School Tulsiya, Bihar School Examination Board, Patna",10th Pass,0,6718000,67 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=508,45,508,General,25,done,done
267,915,Renu Kumari,63,BIHARIGANJ,RJD,"Ph.D From Bhagalpur University, Bhagalpur, Bhagalpur University In 2006",Doctorate,2,55435496,5 Crore,18 Lacs,1893186.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1089,45,1089,General,11,done,done
268,734,Rabindra Kumar,44,BIHARIGANJ,BSP,"B.Sc From T.P. Collage Madhepura, B.N.S.U. Lalunagar Madhepura In 1994",Graduate,0,10749042,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1091,45,1091,General,5,done,done
269,648,Niranjan Kumar Mehta,64,BIHARIGANJ,JD(U),"Graduate From Mithila University, Kameshwar Nagar Darbhanga In 1990",Graduate,0,35703696,3 Crore,3 Lacs,396000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=509,45,509,General,10,done,done
270,72,Amlesh Roy,61,BIHARIGANJ,Jan Suraaj Party,"B.A.(Geography) From P.S. College Madhepura In 1986, L.N.M.U. Darbhanga",Graduate,0,5162000,51 Lacs,26 Lacs,2603000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1088,45,1088,General,4,done,done
271,590,Mohit Kumar Alias Kundan Kumar,29,BIHARSHARIF,IND,"MBA from Magadh University, Nalanda College in 2018",Post Graduate,7,763100,7 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=165,242,165,General,1,done,done
272,1217,Valaram Das,53,BIHARSHARIF,BSP,"BA I from Ramlakhan Singh Yadav College, Bakhtiarpur, Magadh University Bodhgaya",12th Pass,0,1025000,10 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1104,242,1104,General,5,done,done
273,1067,Shiv Kumar Yadav,48,BIHARSHARIF,CPI,LLB from Nawada University in 2019,Graduate Professional,3,168785000,16 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1101,242,1101,General,30,done,done
274,294,Dinesh Kumar,68,BIHARSHARIF,Jan Suraaj Party,Intermediate from Gurunanak Inter College Dehradun,12th Pass,0,88789162,8 Crore,10 Lacs,1045377.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=272,242,272,General,4,done,done
275,1007,Sarswati Kumari,31,BIHARSHARIF,IND,Graduate in 2015,Graduate,0,712000,7 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1105,242,1105,General,1,done,done
276,317,Dr. Sunil Kumar,68,BIHARSHARIF,BJP,"MBBS from Nalanda Medical College Patna, Magadh University Bodh Gaya in 1982",Graduate Professional,6,175357083,17 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=118,242,118,General,0,done,done
277,666,Omair Khan,55,BIHARSHARIF,INC,M.A Degree. from A.M.U. Aligarh in 1992,Post Graduate,7,32538142,3 Crore,20 Lacs,2066192.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1092,242,1092,General,31,done,done
278,527,Manoj Kumar Tanti,53,BIHARSHARIF,IND,Matric pass 1987,10th Pass,1,14976000,1 Crore,26 Lacs,2600000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=511,242,511,General,1,done,done
279,524,Manoj Kumar,45,BIHARSHARIF,AAP,Inter Pass from B.S. College Danapur Bihar Examination Council in 1999,12th Pass,0,15000,15 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1098,242,1098,General,15,done,done
280,815,Rakesh Paswan,40,BIHARSHARIF,IND,"BA Hons. HIstory from Kisan College Sohsarai Nalanda, Magadh University in 2016",Graduate,0,45000,45 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1096,242,1096,General,1,done,done
281,534,Mantu Kumar,49,BIKRAM,Jan Suraaj Party,Intermediate ( Science) from R.P. College Datiyana Year 1991,12th Pass,0,50255000,5 Crore,15 Lacs,1500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1111,51,1111,General,4,done,done
282,1037,Shambhu Prasad Sharma,74,BIKRAM,Hindustan Vikas Dal,"MBBS (Magadh University) Bodhgaya 1975, Nalanda Medical College Patna",Graduate Professional,0,1571688,15 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=50,51,50,General,51,done,done
283,233,Chandan Sharma,37,BIKRAM,Jagrook Janta Party,9th Year 2002 from Bihar Board,8th Pass,2,451000,4 Lacs,1 Lacs,124256.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1108,51,1108,General,14,done,done
284,229,Chandan Kumar,26,BIKRAM,IND,B.A. from R.P.College Datiyana Year 2019,Graduate,0,22090102,2 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1107,51,1107,General,1,done,done
285,287,Dhurakheli Ravidas,55,BIKRAM,Indian National Socialistic Action Forces,"B.A. Pass from M.D. College, Naubatpur, In 1988",Graduate,0,1508599,15 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1106,51,1106,General,52,done,done
286,792,Rajiv Kumar Singh,48,BIKRAM,IND,Literate,Literate,0,5751879,57 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=273,51,273,General,1,done,done
287,838,Ram Pravesh Yadav,49,BIKRAM,BSP,Matric from Vidyadhari High School Bharatpura Year 1981,10th Pass,0,54868806,5 Crore,22 Lacs,2270000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=512,51,512,General,5,done,done
288,36,Ajeet Kumar,41,BIKRAM,Janshakti Janta Dal,"Intermediate from S.S.G.S Kale Year 2023, Matric from Parvati High School Bikram Year 2004",12th Pass,1,31001919,3 Crore,50 Lacs,5050000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1109,51,1109,General,6,done,done
289,94,Anil Kumar,61,BIKRAM,INC,"B.Sc. from G.J.College Rambagh Bihar, Magdh University Year 1984",Graduate,1,74174619,7 Crore,48 Lacs,4819517.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=258,51,258,General,31,done,done
290,1100,Siddharth Saurav,44,BIKRAM,BJP,Intermediate Science College Patna University Patna Year 1999,12th Pass,8,437232421,43 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=513,51,513,General,0,done,done
291,167,Baby Kumari,48,BOCHAHAN (SC),Lok Janshakti Party (Ram Vilas),"B.A. Part 2 from BRABU in 1995, Intermediate from MSKB, Muz., Matric from High School Chhawan in 1991",Graduate,1,19796507,1 Crore,1 Crore,12637479.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1113,163,1113,General,36,done,done
292,1201,Umesh Kumar Rajak,63,BOCHAHAN (SC),Jan Suraaj Party,"Post Graduate in 1993 from Lalit Narayan Mithila University, Darbhanga",Post Graduate,0,22369000,2 Crore,1 Crore,18000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1118,163,1118,General,4,done,done
293,52,Amar Kumar Paswan,36,BOCHAHAN (SC),RJD,MBA from Gandhi Institute of Technology in 2013,Post Graduate,1,150239565,15 Crore,1 Crore,14924070.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=514,163,514,General,11,done,done
294,307,Dr. Abhay Kumar,47,BOCHAHAN (SC),AAP,"M.S. Ortho from PMCH Patna, MBBS from NMCH, B.Sc from NMU",Post Graduate,0,25127000,2 Crore,3 Lacs,385000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1114,163,1114,General,15,done,done
295,745,Rahul Kumar,32,BOCHAHAN (SC),BSP,"Inter from K.R. Bose Smarak College, Muzaffarpur",12th Pass,0,796000,7 Lacs,7 Lacs,747000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1119,163,1119,General,5,done,done
296,256,Deepmala Devi,38,BOCHAHAN (SC),IND,"9th from Mahila Shilp Kala Bhavan, Muzaffarpur",8th Pass,0,591000,5 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1116,163,1116,General,1,done,done
297,789,Rajgeer Paswan,47,BOCHAHAN (SC),Bajjikanchal Vikas Party,9th Class from Private School,8th Pass,0,40000,40 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=107,163,107,General,53,done,done
298,399,Jaymangal Ram,37,BOCHAHAN (SC),Rashtriya Jansambhavna Party,"Matric from Marwadi High School, Muzaffarpur in 1998",10th Pass,0,591000,5 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=169,163,169,General,8,done,done
299,1258,Vikrama Gond,62,BRAHAMPUR,Gondvana Gantantra Party,Literate,Literate,0,2033805,20 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=911,7,911,General,54,done,done
300,365,Hulas Pande,48,BRAHAMPUR,Lok Janshakti Party (Ram Vilas),"B.A (Hons) From B.S.S College, Bachari, Piro,Ara Veer Kunwar Singh University,Ara (Bihar) In The Year 2016",Graduate,2,208396580,20 Crore,28 Lacs,2813529.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=915,7,915,General,36,done,done
301,1036,Shambhu Nath Yadav,61,BRAHAMPUR,RJD,Matric from Maharishi shyam Sundar das high school Chakki in 1987,10th Pass,2,126705019,12 Crore,66 Crore,666699868.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=166,7,166,General,11,done,done
302,506,Manish Bhushan Ojha,45,BRAHAMPUR,IND,Intermediate in 1997 from Anugraha Narayan Singh College Patna,12th Pass,0,5020000,50 Lacs,6 Lacs,600000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=515,7,515,General,1,done,done
303,656,Nitish Kumar,29,BRAHAMPUR,IND,Graduate (Mining Engineer) from Vishweshraiya Technical University B.T.U. Belgaum 2017,Graduate,0,16873723,1 Crore,19 Lacs,1929359.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=916,7,916,General,1,done,done
304,1143,Sunil Kumar Ray,41,BRAHAMPUR,Suheldev Bharatiya Samaj Party,Graduation from Veer Kunwar Singh University Aara in 2003,Graduate,0,2014800,20 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=912,7,912,General,55,done,done
305,1073,Shiv Shankar Das,55,BRAHAMPUR,IND,Matric pass from High school Arjunpur Bihar University Patna in 1994,10th Pass,2,1073000,10 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=913,7,913,General,1,done,done
306,493,Mahavir Yadav,40,BRAHAMPUR,BSP,"Diploma in Computer Application in 2006 Mumbai, Intermediate Science in 2003 from J.J. College Ara",Others,0,17595254,1 Crore,10 Lacs,1054000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=516,7,516,General,5,done,done
307,204,Binod Kumar Singh,39,BUXAR,Bhartiya Sarthak Party,Matric from Shiv Prasad High School Pulia Dist. Buxar in 2002,10th Pass,0,8940000,89 Lacs,17 Lacs,1700000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=521,117,521,General,56,done,done
308,521,Manoj Kumar,40,BUXAR,IND,"Inter from Veer Kunwar Singh University Bhojpur, Ara in 2004, Matric from Bihar School Examination Board Patna in 2001",12th Pass,0,5389500,53 Lacs,50 Thou,50000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=172,117,172,General,1,done,done
309,973,Sanjay Kumar Tiwari Alias Munna Tiwari,57,BUXAR,INC,Graduation from A.N. College Patna in 1987,Graduate,5,165930414,16 Crore,22 Lacs,2200000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1272,117,1272,General,31,done,done
310,6,Abhimnyu Maury,44,BUXAR,BSP,"Matric from Village Panchayat High School, Dist. Buxar, Year-1994",10th Pass,2,5890000,58 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=171,117,171,General,5,done,done
311,273,Dharm Raj Singh,58,BUXAR,AAP,"Inter form Radha Krishna Gupta Adarsh School Dildarnagar, U.P. Board Allahabad in 1983",12th Pass,0,9053587,90 Lacs,4 Lacs,400000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=517,117,517,General,15,done,done
312,868,Rampravesh Singh,46,BUXAR,IND,"9th from G.M. High School Nagpur, Buxar in 1992",8th Pass,15,8676007,86 Lacs,15 Lacs,1517736.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=522,117,522,General,1,done,done
313,86,Anand Mishra,44,BUXAR,BJP,"Post Graduation (Police Manager) from Osmania University Hyderabad, Telangana in 2022",Post Graduate,1,24901331,2 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1269,117,1269,General,0,done,done
314,660,Om Jee Kumar,44,BUXAR,IND,"Graduate - Psychology Year 2013, From Veer Kunwar Singh University Arrah Bhojpur",Graduate,0,16748731,1 Crore,5 Lacs,500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=113,117,113,General,1,done,done
315,658,Nitu Kumari,26,BUXAR,IND,"10th from Buxar High School Buxar, Bihar School Examination Board in 2014",10th Pass,0,6499154,64 Lacs,1 Lacs,170000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1266,117,1266,General,1,done,done
316,696,Pramila Devi,44,BUXAR,IND,Literate,Literate,0,8676007,86 Lacs,15 Lacs,1517736.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=520,117,520,General,1,done,done
317,1187,Tathagat Harsh Vardhan,50,BUXAR,Jan Suraaj Party,LLM from National Law University Jodhpur (Rajasthan) in 2015,Post Graduate,0,135451096,13 Crore,31 Lacs,3166000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=524,117,524,General,4,done,done
318,674,Pankaj Kumar Pandey,30,BUXAR,Kisan Samaj Party (S),Post Graduation from Jannayak Chandra Shekhar University Baliya in 2023,Post Graduate,0,267911,2 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1268,117,1268,General,57,done,done
319,1280,Vishwamitra Kahar,43,BUXAR,IND,Literate,Literate,0,71000,71 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1270,117,1270,General,1,done,done
320,1276,Visheshwar Chauhan,40,BUXAR,Rashtriya Jansambhavna Party,Matric from BSEB in 2003,10th Pass,0,226000,2 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=519,117,519,General,8,done,done
321,1109,Sohan Gond,56,BUXAR,Gondvana Gantantra Party,"5th Pass from Primary School, Ahirouli, Buxar in 1980",5th Pass,0,3303000,33 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=518,117,518,General,54,done,done
322,551,Md Sultan Hussen Idrishi,38,CHAPRA,IND,Graduate from Jai Prakash School Chapra in 2009,Graduate,1,2239437,22 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=527,78,527,General,1,done,done
323,389,Jai Prakash Singh,58,CHAPRA,Jan Suraaj Party,"Master Degree in Police Management (MDPM) from Osmania University, Hyderabad in 2002",Post Graduate,0,101651740,10 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=526,78,526,General,4,done,done
324,1032,Shak Naushad,34,CHAPRA,Aazad Samaj Party (Kanshi Ram),Graduate from Maulana Mazharul Haque Arabic and Persian University in 2024,Graduate,0,2365039,23 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1276,78,1276,General,29,done,done
325,247,Chhoti Kumari,35,CHAPRA,BJP,Intermediate from ML College Marar Dighra Parsa in 2009,12th Pass,0,14179344,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1277,78,1277,General,0,done,done
326,352,Gyani Kumar Sharma,38,CHAPRA,Bharatiya Ekta Dal,Post Graduate Economics from Jay Prakash University Chhapra in 2017,Post Graduate,3,25000,25 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1274,78,1274,General,19,done,done
327,1058,Shatrughan Yadav,39,CHAPRA,RJD,"Matric from Ramanand High School Yogiya, BSEB Patna in 2003",10th Pass,1,322034499,32 Crore,3 Crore,32879000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1275,78,1275,General,11,done,done
328,668,Padma Mishra,42,CHAPRA,IND,Post Graduate Home Science from Magadh University Bodhgaya in 1998,Post Graduate,0,6889200,68 Lacs,2 Lacs,250000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=528,78,528,General,1,done,done
329,783,Rajesh Kushwaha,44,CHAPRA,Bhartiya Lok Chetna Party,Inter from SDS College Jabalpur in 1995,12th Pass,0,6749000,67 Lacs,4 Lacs,400000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=32,78,32,General,58,done,done
330,818,Rakhi Gupta,43,CHAPRA,IND,MBA From I.I.C.T. Lucknow Year 2012,Post Graduate,1,126019601,12 Crore,4 Crore,49129043.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=167,78,167,General,1,done,done
331,870,Rana Yashwant Pratap Singh,34,CHAPRA,IND,"LLB from Law Faculty, University of Allahabad in 2013-16",Graduate Professional,5,3516344,35 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1278,78,1278,General,1,done,done
332,599,Mritunjay Kumar,43,CHERIA - BARIARPUR,Jan Suraaj Party,MD(G.Med) from West Bangal University of Health Sciences in 2015,Post Graduate,0,54446625,5 Crore,30 Lacs,3000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=529,34,529,General,4,done,done
333,1241,Vijay Tanti,50,CHERIA - BARIARPUR,IND,Literate,Literate,0,1021000,10 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=531,34,531,General,1,done,done
334,847,Ram Swarth Prasad,72,CHERIA - BARIARPUR,IND,Matric Pass From JPNS Narhan In 1969,10th Pass,0,5175000,51 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1282,34,1282,General,1,done,done
335,1179,Sushil Kumar,52,CHERIA - BARIARPUR,RJD,LLB From Magadh University in 2008,Graduate Professional,1,157959131,15 Crore,16 Lacs,1655371.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1285,34,1285,General,11,done,done
336,808,Rakesh Kumar,31,CHERIA - BARIARPUR,Rashtriya Jan Vikas Party,Graduate Pass (English) From Mithila University Kameshwar Nagar Darbhanga Bihar in 2014,Graduate,0,13000000,1 Crore,2 Lacs,200000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1286,34,1286,General,59,done,done
337,819,Ram Ashis Sharma,67,CHERIA - BARIARPUR,Jagrook Janta Party,Non Matric From Adarsh Hindi High School Toliganj in 1978,8th Pass,0,2452000,24 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1281,34,1281,General,14,done,done
338,844,Ram Sakha Mahto,41,CHERIA - BARIARPUR,IND,Non Matric From Rajeshwari High School Cheria Bariarpur Begusarai,8th Pass,5,39521563,3 Crore,87 Thou,87500.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1283,34,1283,General,1,done,done
